Timestamp,Y,X,Elevation,Azimuth
2024-07-17 17:40:57+00:00,73,44,43.57845955514107,329.9785682172922
2024-07-17 17:40:58+00:00,73,44,43.57845955514107,329.9785682172922
2024-07-17 17:40:59+00:00,73,44,43.57845955514107,329.9785682172922
2024-07-17 17:41:00+00:00,73,45,44.21040746414775,331.3766547434473
2024-07-17 17:41:01+00:00,73,45,44.21040746414775,331.3766547434473
2024-07-17 17:41:02+00:00,73,46,44.81433837322592,332.8129884189019
2024-07-17 17:41:03+00:00,73,46,44.81433837322592,332.8129884189019
2024-07-17 17:41:04+00:00,73,47,45.389114406643785,334.287281112318
2024-07-17 17:41:05+00:00,73,47,45.389114406643785,334.287281112318
2024-07-17 17:41:06+00:00,73,48,45.93359471295671,335.7990284088415
2024-07-17 17:41:07+00:00,72,48,47.107253280725544,335.0924395441038
2024-07-17 17:41:08+00:00,72,49,47.63451230840704,336.67538417976425
2024-07-17 17:41:09+00:00,72,49,47.63451230840704,336.67538417976425
2024-07-17 17:41:10+00:00,72,50,48.12863462587535,338.29695227025934
2024-07-17 17:41:12+00:00,53,48,66.90637974318281,308.5348176593603
2024-07-17 17:41:13+00:00,53,49,67.9010832213712,310.6194377031419
2024-07-17 17:41:14+00:00,53,49,67.9010832213712,310.6194377031419
2024-07-17 17:41:15+00:00,53,50,68.86380323389064,312.89721188822847
2024-07-17 17:41:16+00:00,53,50,68.86380323389064,312.89721188822847
2024-07-17 17:41:17+00:00,52,51,70.68725006391756,312.69857126800497
2024-07-17 17:41:18+00:00,52,51,70.68725006391756,312.69857126800497
2024-07-17 17:41:19+00:00,52,52,71.61471429405913,315.4265115721143
2024-07-17 17:41:20+00:00,52,53,72.49614283625633,318.43661156748
2024-07-17 17:41:21+00:00,51,53,73.43944985757504,315.4735080587349
2024-07-17 17:41:22+00:00,51,54,74.31727157463715,318.8362481224687
2024-07-17 17:41:23+00:00,51,55,75.13480624304405,322.58302386367814
2024-07-17 17:41:24+00:00,51,55,75.13480624304405,322.58302386367814
2024-07-17 17:41:25+00:00,51,56,75.88157711625531,326.74563342528796
2024-07-17 17:41:27+00:00,50,57,77.66256595250978,328.4710119622466
2024-07-17 17:41:28+00:00,50,57,77.66256595250978,328.4710119622466
2024-07-17 17:41:29+00:00,50,58,78.28556925766063,333.8583089468334
2024-07-17 17:41:30+00:00,50,59,78.79404796181038,339.79143166293744
2024-07-17 17:41:31+00:00,49,59,79.99500644969086,337.23803271556454
2024-07-17 17:41:32+00:00,49,60,80.42006084930006,344.37261626087894
2024-07-17 17:41:33+00:00,49,61,80.6843981920251,352.0382491089919
2024-07-17 17:41:34+00:00,49,61,80.6843981920251,352.0382491089919
2024-07-17 17:41:35+00:00,49,62,80.77419354838709,0.0
2024-07-17 17:41:36+00:00,48,62,82.06451612903226,0.0
2024-07-17 17:41:37+00:00,48,63,81.96029623502756,9.235559093165932
2024-07-17 17:41:38+00:00,48,64,81.65544286885874,18.01469391820524
2024-07-17 17:41:39+00:00,48,64,81.65544286885874,18.01469391820524
2024-07-17 17:41:40+00:00,48,65,81.17071375900099,26.003345844511443
2024-07-17 17:41:42+00:00,47,66,81.58589955085118,37.83645253416762
2024-07-17 17:41:43+00:00,47,67,80.73817093509757,44.15332597613849
2024-07-17 17:41:44+00:00,47,67,80.73817093509757,44.15332597613849
2024-07-17 17:41:45+00:00,47,68,79.79726832604022,49.35940784434479
2024-07-17 17:41:46+00:00,47,69,78.78662163670474,53.65755147716584
2024-07-17 17:41:47+00:00,46,69,79.49971508240483,59.33811517161172
2024-07-17 17:41:48+00:00,46,70,78.37115789158189,62.58197294253955
2024-07-17 17:41:49+00:00,46,70,78.37115789158189,62.58197294253955
2024-07-17 17:41:50+00:00,46,71,77.2119657906852,65.24504821803976
2024-07-17 17:41:51+00:00,46,72,76.02976257113221,67.46154995917186
2024-07-17 17:41:52+00:00,46,72,76.02976257113221,67.46154995917186
2024-07-17 17:41:53+00:00,46,73,74.8299270462032,69.32987672406642
2024-07-17 17:41:54+00:00,45,74,73.99154749799828,75.29169610031721
2024-07-17 17:41:55+00:00,45,74,73.99154749799828,75.29169610031721
2024-07-17 17:41:57+00:00,45,75,72.7403980184387,76.37931246939968
2024-07-17 17:41:58+00:00,45,76,71.48387096774194,77.31961650818016
2024-07-17 17:41:59+00:00,45,76,71.48387096774194,77.31961650818016
2024-07-17 17:42:00+00:00,45,77,70.22299130705579,78.14022087905198
2024-07-17 17:42:01+00:00,44,78,69.16928146828951,82.3467240490171
2024-07-17 17:42:02+00:00,44,78,69.16928146828951,82.3467240490171
2024-07-17 17:42:03+00:00,44,79,67.88978510965127,82.79203650743477
2024-07-17 17:42:04+00:00,44,79,67.88978510965127,82.79203650743477
2024-07-17 17:42:05+00:00,44,80,66.60909930824175,83.18860777577078
2024-07-17 17:42:06+00:00,44,81,65.32740928539852,83.54399251330346
2024-07-17 17:42:07+00:00,43,81,65.43900539930775,86.53632308331964
2024-07-17 17:42:08+00:00,43,82,64.15092230082429,86.70911631393267
2024-07-17 17:42:09+00:00,43,82,64.15092230082429,86.70911631393267
2024-07-17 17:42:10+00:00,43,83,62.86262642138969,86.86550478786842
2024-07-17 17:42:12+00:00,65,83,49.669987781604874,42.21203425800593
2024-07-17 17:42:13+00:00,65,84,48.791967080347305,43.54095452607265
2024-07-17 17:42:14+00:00,65,84,48.791967080347305,43.54095452607265
2024-07-17 17:42:15+00:00,65,85,47.89270926071465,44.81377385346093
2024-07-17 17:42:16+00:00,65,85,47.89270926071465,44.81377385346093
