Timestamp,Y,X,Elevation,Azimuth
2024-07-17 18:07:57+00:00,63,20,32.20240707279429,290.34046283829207
2024-07-17 18:07:58+00:00,63,20,32.20240707279429,290.34046283829207
2024-07-17 18:07:59+00:00,63,20,32.20240707279429,290.34046283829207
2024-07-17 18:08:00+00:00,62,21,33.85562093380666,289.56347599178685
2024-07-17 18:08:01+00:00,62,21,33.85562093380666,289.56347599178685
2024-07-17 18:08:02+00:00,62,21,33.85562093380666,289.56347599178685
2024-07-17 18:08:03+00:00,62,21,33.85562093380666,289.56347599178685
2024-07-17 18:08:04+00:00,62,21,33.85562093380666,289.56347599178685
2024-07-17 18:08:05+00:00,61,22,35.49788460319795,288.7395053874188
2024-07-17 18:08:06+00:00,61,22,35.49788460319795,288.7395053874188
2024-07-17 18:08:07+00:00,61,22,35.49788460319795,288.7395053874188
2024-07-17 18:08:08+00:00,61,22,35.49788460319795,288.7395053874188
2024-07-17 18:08:09+00:00,61,23,36.71819329153124,289.1852757131902
2024-07-17 18:08:10+00:00,61,23,36.71819329153124,289.1852757131902
2024-07-17 18:08:12+00:00,66,75,60.75077773475424,34.99409088086759
2024-07-17 18:08:13+00:00,65,75,61.79811446809575,36.49764809354889
2024-07-17 18:08:14+00:00,65,76,61.012079734276455,38.54828376328055
2024-07-17 18:08:15+00:00,64,76,62.0096671958143,40.19448110585802
2024-07-17 18:08:16+00:00,64,77,61.16006641840806,42.15298299494617
2024-07-17 18:08:17+00:00,63,77,62.10321088598173,43.931802081114995
2024-07-17 18:08:18+00:00,63,77,62.10321088598173,43.931802081114995
2024-07-17 18:08:19+00:00,63,78,61.192991371928,45.7803503898366
2024-07-17 18:08:20+00:00,63,78,61.192991371928,45.7803503898366
2024-07-17 18:08:21+00:00,61,79,61.93303978013738,51.40189740073629
2024-07-17 18:08:22+00:00,61,79,61.93303978013738,51.40189740073629
2024-07-17 18:08:23+00:00,60,79,62.71936723539095,53.52034285502094
2024-07-17 18:08:24+00:00,60,80,61.67147097515018,55.07211923453167
2024-07-17 18:08:25+00:00,59,80,62.38996397158971,57.26799141690782
2024-07-17 18:08:27+00:00,72,70,56.658581348258174,18.035266231043863
2024-07-17 18:08:28+00:00,72,70,56.658581348258174,18.035266231043863
2024-07-17 18:08:29+00:00,71,71,57.44536586053816,20.89892271658897
2024-07-17 18:08:30+00:00,71,71,57.44536586053816,20.89892271658897
2024-07-17 18:08:31+00:00,70,71,58.64742076374148,21.740107185465206
2024-07-17 18:08:32+00:00,70,72,58.14693202144883,23.896504475868937
2024-07-17 18:08:33+00:00,69,72,59.32219327947153,24.87276261272092
2024-07-17 18:08:34+00:00,69,73,58.75753843266058,27.02010598243345
2024-07-17 18:08:35+00:00,69,73,58.75753843266058,27.02010598243345
2024-07-17 18:08:36+00:00,68,73,59.90130974532569,28.13606059022186
2024-07-17 18:08:37+00:00,68,74,59.27176218238914,30.258168990983506
2024-07-17 18:08:38+00:00,67,74,60.379159121320654,31.51593633999147
2024-07-17 18:08:39+00:00,67,74,60.379159121320654,31.51593633999147
2024-07-17 18:08:40+00:00,67,75,59.68469819689879,33.59537502416663
2024-07-17 18:08:42+00:00,66,75,60.75077773475424,34.99409088086759
2024-07-17 18:08:43+00:00,65,76,61.012079734276455,38.54828376328055
2024-07-17 18:08:44+00:00,65,76,61.012079734276455,38.54828376328055
2024-07-17 18:08:45+00:00,64,76,62.0096671958143,40.19448110585802
2024-07-17 18:08:46+00:00,64,77,61.16006641840806,42.15298299494617
2024-07-17 18:08:47+00:00,63,77,62.10321088598173,43.931802081114995
2024-07-17 18:08:48+00:00,63,77,62.10321088598173,43.931802081114995
2024-07-17 18:08:49+00:00,63,78,61.192991371928,45.7803503898366
2024-07-17 18:08:50+00:00,63,78,61.192991371928,45.7803503898366
2024-07-17 18:08:51+00:00,61,78,62.92950890668404,49.69788957247397
2024-07-17 18:08:52+00:00,61,79,61.93303978013738,51.40189740073629
2024-07-17 18:08:53+00:00,60,79,62.71936723539095,53.52034285502094
2024-07-17 18:08:54+00:00,60,79,62.71936723539095,53.52034285502094
2024-07-17 18:08:55+00:00,60,80,61.67147097515018,55.07211923453167
2024-07-17 18:08:57+00:00,46,88,56.4009092834001,93.14809609956274
2024-07-17 18:08:58+00:00,46,88,56.4009092834001,93.14809609956274
2024-07-17 18:08:59+00:00,46,89,55.11246193588866,93.03172162964779
2024-07-17 18:09:00+00:00,45,89,55.020478118010075,95.14276455788422
2024-07-17 18:09:01+00:00,45,89,55.020478118010075,95.14276455788422
2024-07-17 18:09:02+00:00,45,89,55.020478118010075,95.14276455788422
2024-07-17 18:09:03+00:00,45,90,53.735165366303335,94.96002748382637
2024-07-17 18:09:04+00:00,44,90,53.60089651308147,96.98393746008526
2024-07-17 18:09:05+00:00,44,90,53.60089651308147,96.98393746008526
2024-07-17 18:09:06+00:00,44,91,52.31982113507947,96.74537013583262
2024-07-17 18:09:07+00:00,43,91,52.14656887865132,98.68528199313226
2024-07-17 18:09:08+00:00,43,91,52.14656887865132,98.68528199313226
2024-07-17 18:09:09+00:00,43,91,52.14656887865132,98.68528199313226
2024-07-17 18:09:10+00:00,43,92,50.87055767041992,98.39997275178018
2024-07-17 18:09:12+00:00,52,85,59.742419702615784,78.76194477293541
2024-07-17 18:09:13+00:00,52,86,58.47583488064395,79.21899322798674
2024-07-17 18:09:14+00:00,52,86,58.47583488064395,79.21899322798674
2024-07-17 18:09:15+00:00,50,86,58.855213079211616,83.88786821164615
2024-07-17 18:09:16+00:00,50,87,57.57193440728652,84.13061150688122
