2024-06-19 18:02:57,50,41
2024-06-19 18:02:58,50,41
2024-06-19 18:02:59,50,42
2024-06-19 18:03:00,51,42
2024-06-19 18:03:01,51,42
2024-06-19 18:03:02,52,43
2024-06-19 18:03:03,52,43
2024-06-19 18:03:04,52,43
2024-06-19 18:03:05,53,44
2024-06-19 18:03:06,53,44
2024-06-19 18:03:07,54,44
2024-06-19 18:03:08,54,45
2024-06-19 18:03:09,55,45
2024-06-19 18:03:10,55,46
2024-06-19 18:03:12,61,51
2024-06-19 18:03:13,61,51
2024-06-19 18:03:14,62,52
2024-06-19 18:03:15,62,52
2024-06-19 18:03:16,62,52
2024-06-19 18:03:17,63,53
2024-06-19 18:03:18,63,53
2024-06-19 18:03:19,63,53
2024-06-19 18:03:20,64,54
2024-06-19 18:03:21,64,54
2024-06-19 18:03:22,65,54
2024-06-19 18:03:23,65,55
2024-06-19 18:03:24,65,55
2024-06-19 18:03:25,66,55
2024-06-19 18:03:27,69,48
2024-06-19 18:03:28,69,49
2024-06-19 18:03:29,69,49
2024-06-19 18:03:30,69,50
2024-06-19 18:03:31,69,50
2024-06-19 18:03:32,69,50
2024-06-19 18:03:33,69,51
2024-06-19 18:03:34,69,51
2024-06-19 18:03:35,69,52
2024-06-19 18:03:36,69,52
2024-06-19 18:03:37,69,53
2024-06-19 18:03:38,70,53
2024-06-19 18:03:39,70,54
2024-06-19 18:03:40,70,54
2024-06-19 18:03:42,70,55
2024-06-19 18:03:43,70,56
2024-06-19 18:03:44,70,56
2024-06-19 18:03:45,70,57
2024-06-19 18:03:46,70,57
2024-06-19 18:03:47,70,58
2024-06-19 18:03:48,70,58
2024-06-19 18:03:49,70,59
2024-06-19 18:03:50,70,59
2024-06-19 18:03:51,70,60
2024-06-19 18:03:52,71,60
2024-06-19 18:03:53,71,61
2024-06-19 18:03:54,71,61
2024-06-19 18:03:55,71,62
2024-06-19 18:03:57,52,99
2024-06-19 18:03:58,52,99
2024-06-19 18:03:59,52,100
2024-06-19 18:04:00,51,100
2024-06-19 18:04:01,51,100
2024-06-19 18:04:02,51,101
2024-06-19 18:04:03,51,101
2024-06-19 18:04:04,51,101
2024-06-19 18:04:05,51,102
2024-06-19 18:04:06,51,102
2024-06-19 18:04:07,50,102
2024-06-19 18:04:08,50,103
2024-06-19 18:04:09,50,103
2024-06-19 18:04:10,50,103
2024-06-19 18:04:12,52,89
2024-06-19 18:04:13,52,90
2024-06-19 18:04:14,52,90
2024-06-19 18:04:15,52,90
2024-06-19 18:04:16,53,91
2024-06-19 18:04:17,53,91
2024-06-19 18:04:18,53,92
2024-06-19 18:04:19,53,92
2024-06-19 18:04:20,54,92
2024-06-19 18:04:21,54,93
2024-06-19 18:04:22,54,93
2024-06-19 18:04:23,54,93
2024-06-19 18:04:24,55,94
2024-06-19 18:04:25,55,94
2024-06-19 18:04:27,72,75
2024-06-19 18:04:28,72,75
2024-06-19 18:04:29,72,76
2024-06-19 18:04:30,72,76
2024-06-19 18:04:31,72,77
2024-06-19 18:04:32,73,77
2024-06-19 18:04:33,73,77
2024-06-19 18:04:34,73,78
2024-06-19 18:04:35,73,78
2024-06-19 18:04:36,73,78
2024-06-19 18:04:37,73,79
