Timestamp,Y,X,Elevation,Azimuth,Connected_Satellite,Distance
2024-08-03 23:44:42+00:00,65,64,70.66354693902225,327.9519489586648,STARLINK-4017,584.8128034106908
2024-08-03 23:44:43+00:00,64,64,71.94150542995006,328.4983322995397,STARLINK-4017,584.0228555518461
2024-08-03 23:44:44+00:00,64,65,71.71246632410107,332.5027463075291,STARLINK-4017,583.3155632715761
2024-08-03 23:44:45+00:00,64,65,71.71246632410107,332.5027463075291,STARLINK-4017,582.6912281597779
2024-08-03 23:44:46+00:00,64,66,71.3965483180675,336.389674663242,STARLINK-4017,582.1501176287754
2024-08-03 23:44:47+00:00,64,66,71.3965483180675,336.389674663242,STARLINK-4017,581.6924643477465
2024-08-03 23:44:48+00:00,63,67,72.2063640696322,341.54107896444566,STARLINK-4017,581.3184657476573
2024-08-03 23:44:49+00:00,63,67,72.2063640696322,341.54107896444566,STARLINK-4017,581.028283598542
2024-08-03 23:44:50+00:00,63,68,71.69896900156097,345.30857033066656,STARLINK-4017,580.8220436615558
2024-08-03 23:44:51+00:00,63,68,71.69896900156097,345.30857033066656,STARLINK-4017,580.6998354174699
2024-08-03 23:44:52+00:00,62,69,72.23930195856475,350.84986450053907,STARLINK-4017,580.6617118726573
2024-08-03 23:44:53+00:00,62,69,72.23930195856475,350.84986450053907,STARLINK-4017,580.707689444219
2024-08-03 23:44:54+00:00,61,70,72.60411589827214,356.6804590662699,STARLINK-4017,580.8377479240388
2024-08-03 23:44:55+00:00,61,70,72.60411589827214,356.6804590662699,STARLINK-4017,581.0518305225984
2024-08-03 23:44:57+00:00,61,71,71.80877591153262,359.9534473891541,STARLINK-4017,581.7316588275723
2024-08-03 23:44:58+00:00,60,72,71.8868937845747,5.710403104187151,STARLINK-4017,582.1971095472362
2024-08-03 23:44:59+00:00,60,72,71.8868937845747,5.710403104187151,STARLINK-4017,582.7459950470356
2024-08-03 23:45:00+00:00,60,73,70.94617633187875,8.434475077682805,STARLINK-4017,583.3780790311185
2024-08-03 23:45:01+00:00,59,73,71.78164856101921,11.458757741420412,STARLINK-4017,584.0930905141626
2024-08-03 23:45:02+00:00,59,74,70.75937180123691,13.868359077701143,STARLINK-4017,584.8907243934242
2024-08-03 23:45:03+00:00,59,74,70.75937180123691,13.868359077701143,STARLINK-4017,585.7706420882064
2024-08-03 23:45:04+00:00,59,75,69.70652610970444,16.031441242294136,STARLINK-4017,586.7324722420244
2024-08-03 23:45:05+00:00,58,75,70.40369728651069,19.151384457581628,STARLINK-4017,587.7758114903737
2024-08-03 23:45:06+00:00,58,76,69.28845119707307,20.997125842087485,STARLINK-4017,588.9002252760612
2024-08-03 23:45:07+00:00,58,76,69.28845119707307,20.997125842087485,STARLINK-4017,590.105248727245
2024-08-03 23:45:08+00:00,58,77,68.15391814723782,22.652730933677677,STARLINK-4017,591.3903875799061
2024-08-03 23:45:09+00:00,57,77,68.7215800740649,25.73241876773602,STARLINK-4017,592.7551191467909
2024-08-03 23:45:10+00:00,57,78,67.54150366186022,27.10026797655649,STARLINK-4017,594.1988933268906
2024-08-03 23:45:12+00:00,65,65,70.44947369531937,331.7022837580514,STARLINK-1548,598.5510022637334
2024-08-03 23:45:13+00:00,65,66,70.15365007552097,335.3561315515732,STARLINK-1548,596.9242902578305
2024-08-03 23:45:14+00:00,64,66,71.3965483180675,336.389674663242,STARLINK-1548,595.3749647716159
2024-08-03 23:45:15+00:00,64,66,71.3965483180675,336.389674663242,STARLINK-1548,593.9036333362365
2024-08-03 23:45:16+00:00,64,67,70.99808415603569,340.13026084655513,STARLINK-1548,592.5108787861349
2024-08-03 23:45:17+00:00,64,67,70.99808415603569,340.13026084655513,STARLINK-1548,591.1972581803376
2024-08-03 23:45:18+00:00,64,67,70.99808415603569,340.13026084655513,STARLINK-1548,589.9633017535116
2024-08-03 23:45:19+00:00,62,68,72.85945525336358,347.13348992273217,STARLINK-1548,588.8095119019515
2024-08-03 23:45:20+00:00,62,68,72.85945525336358,347.13348992273217,STARLINK-1548,587.7363622083391
2024-08-03 23:45:21+00:00,61,69,73.33738321124481,353.10683743901654,STARLINK-1548,586.7442965095981
2024-08-03 23:45:22+00:00,61,69,73.33738321124481,353.10683743901654,STARLINK-1548,585.8337280119811
2024-08-03 23:45:23+00:00,60,69,74.40599261565467,355.67760051093427,STARLINK-1548,585.0050384571115
2024-08-03 23:45:24+00:00,60,70,73.62480376499693,359.36045769252974,STARLINK-1548,584.2585773433583
2024-08-03 23:45:25+00:00,59,70,74.60496234128625,2.3890736673487822,STARLINK-1548,583.5946612060907
2024-08-03 23:45:27+00:00,71,55,61.61897328246721,301.7252465861163,STARLINK-2252,638.8947469809364
2024-08-03 23:45:28+00:00,71,55,61.61897328246721,301.7252465861163,STARLINK-2252,636.3521207801051
2024-08-03 23:45:29+00:00,71,56,62.0028830621131,304.2293794775392,STARLINK-2252,633.8760679514215
2024-08-03 23:45:30+00:00,71,56,62.0028830621131,304.2293794775392,STARLINK-2252,631.4673742291216
2024-08-03 23:45:31+00:00,70,57,63.58493002731172,306.14544792031256,STARLINK-2252,629.1268158266096
2024-08-03 23:45:32+00:00,70,57,63.58493002731172,306.14544792031256,STARLINK-2252,626.8551584148611
2024-08-03 23:45:33+00:00,69,58,65.13369717994223,308.30286836725423,STARLINK-2252,624.6531560849977
2024-08-03 23:45:34+00:00,69,58,65.13369717994223,308.30286836725423,STARLINK-2252,622.521550298051
2024-08-03 23:45:35+00:00,69,59,65.36915573099547,311.2403103627927,STARLINK-2252,620.4610688237748
2024-08-03 23:45:36+00:00,69,59,65.36915573099547,311.2403103627927,STARLINK-2252,618.4724246724911
2024-08-03 23:45:37+00:00,68,59,66.64256350401229,310.7428694942858,STARLINK-2252,616.5563150216902
2024-08-03 23:45:38+00:00,68,60,66.821450048515,313.8899333317239,STARLINK-2252,614.7134201413786
2024-08-03 23:45:39+00:00,68,60,66.821450048515,313.8899333317239,STARLINK-2252,612.9444023210594
2024-08-03 23:45:40+00:00,68,61,66.92944775764748,317.07617131396603,STARLINK-2252,611.2499048022211
2024-08-03 23:45:42+00:00,61,78,65.05438320649651,16.136038381861397,STARLINK-4524,612.6042783519973
2024-08-03 23:45:43+00:00,61,79,63.976422898487314,17.730857758781212,STARLINK-4524,613.1157178926644
2024-08-03 23:45:44+00:00,60,79,64.64735056818546,20.18958926774991,STARLINK-4524,613.7061687409313
2024-08-03 23:45:45+00:00,60,80,63.52303896050788,21.58976248298813,STARLINK-4524,614.3754025329375
2024-08-03 23:45:46+00:00,59,80,64.11777446460333,24.09622091490877,STARLINK-4524,615.1231614818131
2024-08-03 23:45:47+00:00,59,80,64.11777446460333,24.09622091490877,STARLINK-4524,615.9491588665726
2024-08-03 23:45:48+00:00,59,81,62.953889446656426,25.302564841430524,STARLINK-4524,616.8530795718387
2024-08-03 23:45:49+00:00,58,81,63.47299312839301,27.82965407335996,STARLINK-4524,617.8345806757377
2024-08-03 23:45:50+00:00,58,82,62.2761031655167,28.848158208716825,STARLINK-4524,618.8932920836868
2024-08-03 23:45:51+00:00,57,82,62.72117455028682,31.371695367999337,STARLINK-4524,620.0288172055106
2024-08-03 23:45:52+00:00,57,82,62.72117455028682,31.371695367999337,STARLINK-4524,621.2407336724543
